ID_PPI,ID_PP,DESC_PP
'11096280007,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096280009,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096280001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096280013,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096280016,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096280018,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096280021,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096280022,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096280001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096280002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096280003,09K040,Proyectos de Infraestructura Ferroviaria
'06096300001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'08096300008,09K003,Proyectos de construcción de carreteras
'09096300004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096300008,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096300004,09K003,Proyectos de construcción de carreteras
'11096300004,09K048,Servicios relacionados para la liberación del derecho de vía
'11096300006,09K003,Proyectos de construcción de carreteras
'11096300006,09K048,Servicios relacionados para la liberación del derecho de vía
'11096300013,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096300014,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096300001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096300002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096300009,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096300011,09K003,Proyectos de construcción de carreteras
'12096300011,09K048,Servicios relacionados para la liberación del derecho de vía
'13096300002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096300003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096300004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096300005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096300006,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096300010,09K003,Proyectos de construcción de carreteras
'13096300010,09K048,Servicios relacionados para la liberación del derecho de vía
'14096300001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096300002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096300003,09K003,Proyectos de construcción de carreteras
'14096300004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096300001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096300002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096300001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'05096310003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096310001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096310010,09K003,Proyectos de construcción de carreteras
'11096310011,09K003,Proyectos de construcción de carreteras
'11096310013,09K003,Proyectos de construcción de carreteras
'11096310025,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096310027,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096310003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096310008,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096310011,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096310012,09K003,Proyectos de construcción de carreteras
'12096310016,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096310020,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096310020,09K003,Proyectos de construcción de carreteras
'13096310021,09K003,Proyectos de construcción de carreteras
'14096310002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096310003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096310013,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096310014,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096310015,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096310016,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096310017,09K003,Proyectos de construcción de carreteras
'16096310002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096310003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096310005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096310007,09K003,Proyectos de construcción de carreteras
'16096310007,09K048,Servicios relacionados para la liberación del derecho de vía
'16096310008,09K003,Proyectos de construcción de carreteras
'16096310010,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'17096310001,09K003,Proyectos de construcción de carreteras
'17096310002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'17096310003,09K003,Proyectos de construcción de carreteras
'17096310003,09K048,Servicios relacionados para la liberación del derecho de vía
'05096320001,09K003,Proyectos de construcción de carreteras
'05096320001,09K048,Servicios relacionados para la liberación del derecho de vía
'05096320004,09K003,Proyectos de construcción de carreteras
'05096320004,09K048,Servicios relacionados para la liberación del derecho de vía
'05096320013,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'05096320020,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'05096320036,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'06096320008,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'07096320010,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'07096320014,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'08096320004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'08096320006,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'08096320007,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'08096320009,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'08096320013,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'08096320020,09K003,Proyectos de construcción de carreteras
'08096320020,09K048,Servicios relacionados para la liberación del derecho de vía
'09096320005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096320014,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096320020,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096320021,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096320022,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096320028,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096320031,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096320002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096320008,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096320009,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096320012,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096320015,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096320012,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096320003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096320005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096320010,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096320014,09K003,Proyectos de construcción de carreteras
'14096320014,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096320017,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096320020,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096320023,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096320025,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096320029,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096320032,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096320033,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096320034,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096320002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096320003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096320004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096320005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096320010,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096320011,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096320012,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096320014,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096320015,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096320017,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096320018,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096320019,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096320020,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096320022,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096320023,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096320001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096320002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096320003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096320004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096320005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096320006,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'05096330026,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'07096330006,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'08096330015,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'08096330027,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'08096330029,09K003,Proyectos de construcción de carreteras
'08096330030,09K003,Proyectos de construcción de carreteras
'08096330030,09K048,Servicios relacionados para la liberación del derecho de vía
'09096330015,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096330016,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096330011,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096330027,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096330002,09K003,Proyectos de construcción de carreteras
'11096330002,09K048,Servicios relacionados para la liberación del derecho de vía
'11096330004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096330005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096330021,09K003,Proyectos de construcción de carreteras
'12096330014,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096330015,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096330025,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096330030,09K003,Proyectos de construcción de carreteras
'13096330002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096330002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096330005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096330008,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096330017,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096330020,09K003,Proyectos de construcción de carreteras
'15096330001,09K003,Proyectos de construcción de carreteras
'05096340009,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'06096340008,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'06096340009,09K003,Proyectos de construcción de carreteras
'09096340017,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096340018,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096340024,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096340015,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096340016,09K003,Proyectos de construcción de carreteras
'11096340001,09K003,Proyectos de construcción de carreteras
'11096340001,09K048,Servicios relacionados para la liberación del derecho de vía
'11096340005,09K003,Proyectos de construcción de carreteras
'11096340005,09K048,Servicios relacionados para la liberación del derecho de vía
'11096340006,09NRPP,No requiere programa presupuestario
'11096340009,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096340013,09K003,Proyectos de construcción de carreteras
'11096340013,09K048,Servicios relacionados para la liberación del derecho de vía
'11096340016,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096340009,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096340016,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096340018,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096340019,09K003,Proyectos de construcción de carreteras
'12096340021,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096340027,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096340032,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096340005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096340008,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096340014,09K003,Proyectos de construcción de carreteras
'14096340001,09K003,Proyectos de construcción de carreteras
'14096340002,09K003,Proyectos de construcción de carreteras
'14096340006,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096340010,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096340001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096340002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096350016,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096350023,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096350027,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096350045,09K003,Proyectos de construcción de carreteras
'11096350008,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096350002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096350033,09K003,Proyectos de construcción de carreteras
'12096350045,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096350071,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096350004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096350005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096350011,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096350067,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096350074,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096410031,09K003,Proyectos de construcción de carreteras
'13096410031,09K048,Servicios relacionados para la liberación del derecho de vía
'14096350026,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096350028,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096350029,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096350032,09K003,Proyectos de construcción de carreteras
'14096350032,09K048,Servicios relacionados para la liberación del derecho de vía
'14096350033,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096350001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096350002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096360006,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096360018,09K003,Proyectos de construcción de carreteras
'09096360018,09K048,Servicios relacionados para la liberación del derecho de vía
'09096360019,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096360017,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096360030,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096360031,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096360005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096360008,09K003,Proyectos de construcción de carreteras
'11096360009,09K003,Proyectos de construcción de carreteras
'11096360009,09K048,Servicios relacionados para la liberación del derecho de vía
'11096360019,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096360028,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096360001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096360002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096360003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096360009,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096360015,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096360022,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096360043,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096360046,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096360050,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096360006,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096360010,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096360002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096360005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096360006,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096360009,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096360013,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096360016,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096360017,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096360029,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096360031,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096360032,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096360038,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096360039,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096360043,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096360001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096360002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096360003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096360004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096360005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096360001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096370002,09K003,Proyectos de construcción de carreteras
'11096370002,09K048,Servicios relacionados para la liberación del derecho de vía
'11096370005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096370003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096370004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096370006,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096370008,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096370001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096370002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096370003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096380009,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096380006,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096380022,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096380002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096380007,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096380009,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096380010,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096380001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'05096390002,09K003,Proyectos de construcción de carreteras
'05096390016,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'06096390007,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'08096390001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096390001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096390003,09K003,Proyectos de construcción de carreteras
'11096390003,09K003,Proyectos de construcción de carreteras
'11096390009,09K003,Proyectos de construcción de carreteras
'12096390009,09K040,Proyectos de Infraestructura Ferroviaria
'12096390009,09K041,Sistema de Transporte Colectivo
'12096390014,09K003,Proyectos de construcción de carreteras
'12096390016,09K003,Proyectos de construcción de carreteras
'12096390018,09K003,Proyectos de construcción de carreteras
'12096390019,09K003,Proyectos de construcción de carreteras
'12096390020,09K003,Proyectos de construcción de carreteras
'12096390021,09K003,Proyectos de construcción de carreteras
'12096390027,09K003,Proyectos de construcción de carreteras
'12096390028,09K003,Proyectos de construcción de carreteras
'12096390031,09K003,Proyectos de construcción de carreteras
'12096390031,09K048,Servicios relacionados para la liberación del derecho de vía
'13096390004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096390001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096390002,09K003,Proyectos de construcción de carreteras
'15096390001,09K003,Proyectos de construcción de carreteras
'05096400010,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'05096400011,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'05096400014,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'05096400019,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'05096400027,09K003,Proyectos de construcción de carreteras
'05096400027,09K048,Servicios relacionados para la liberación del derecho de vía
'05096400030,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'05096400032,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'06096400002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'07096400004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'08096400009,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'08096400015,09K003,Proyectos de construcción de carreteras
'08096400015,09K048,Servicios relacionados para la liberación del derecho de vía
'08096400018,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096400004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096400012,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096400025,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096400028,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096400030,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096400031,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096400034,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096400035,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096400036,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096400037,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096400003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096400004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096400005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096400006,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096400007,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096400016,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096400020,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096400024,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096400006,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096400009,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096400010,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096400014,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096400015,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096400016,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096400025,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096400029,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096400040,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096400001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096400002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096400003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096400005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096400014,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096400017,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096400019,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096400021,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096400029,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096400030,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096400041,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096400043,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096400003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096400006,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096400009,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096400003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096400005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096400006,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096400007,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096400012,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096400013,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096400003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096400004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096400006,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096400007,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096400004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096400005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096400006,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'17096400001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'17096400002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'08096410018,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096410023,09K003,Proyectos de construcción de carreteras
'11096410019,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096410042,09K003,Proyectos de construcción de carreteras
'12096410043,09K003,Proyectos de construcción de carreteras
'13096410033,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096410001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096410002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096410010,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096410013,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096410014,09NRPP,No requiere programa presupuestario
'14096410015,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096410016,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096410017,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096410001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096410002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096410003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'17096410001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
